Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 No","248083.732","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 No","251560.189","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 No","255175.339","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 No","258779.753","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 No","262273.589","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 No","265660.556","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 No","268984.347","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 No","272395.438","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 No","275835.018","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 No","279181.581","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","282398.554","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","285470.493","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","288350.252","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","291109.82","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","293947.885","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","296842.67","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","299753.098","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","302743.399","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","305694.91","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","308512.035","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","311182.845","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","313876.608","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","316651.321","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","319375.166","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","322033.964","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","324607.776","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","327210.198","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","329791.231","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","332140.037","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","334319.671","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","335942.003","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","336997.624","X","Figure from international organizations",""
